Time(s), State, X, Y, Z, VelMag, DistToSphereCenter
34.40, 2, 4.12, -1.72, 40.66, 3.23, 10.36
34.50, 2, 3.89, -1.70, 40.44, 3.25, 10.46
34.60, 2, 3.58, -1.64, 40.30, 3.64, 10.47
34.70, 2, 3.21, -1.55, 40.25, 4.18, 10.38
34.80, 2, 2.78, -1.43, 40.29, 4.85, 10.20
34.90, 2, 2.36, -1.29, 40.28, 4.15, 10.09
35.00, 2, 2.00, -1.14, 40.10, 4.53, 10.16
35.10, 2, 1.63, -0.95, 39.92, 4.61, 10.26
35.20, 2, 1.23, -0.74, 39.83, 4.70, 10.27
35.30, 2, 0.79, -0.52, 39.83, 5.14, 10.21
35.40, 2, 0.32, -0.28, 39.94, 5.60, 10.07
35.50, 2, -0.15, -0.04, 39.99, 5.27, 10.01
35.60, 2, -0.60, 0.19, 39.95, 4.93, 10.07
35.70, 2, -1.04, 0.39, 39.93, 4.84, 10.13
35.80, 2, -1.48, 0.59, 40.02, 4.86, 10.11
35.90, 2, -1.89, 0.77, 40.20, 4.95, 10.01
36.00, 2, -2.31, 0.94, 40.36, 4.69, 9.95
36.10, 2, -2.75, 1.09, 40.40, 4.69, 10.05
36.20, 2, -3.16, 1.23, 40.43, 4.19, 10.15
36.30, 2, -3.53, 1.34, 40.55, 3.85, 10.17
36.40, 2, -3.83, 1.41, 40.76, 3.79, 10.10
36.50, 2, -4.08, 1.48, 41.06, 4.05, 9.94
36.60, 2, -4.33, 1.55, 41.26, 3.25, 9.88
36.70, 2, -4.65, 1.65, 41.24, 3.61, 10.05
36.80, 2, -4.93, 1.73, 41.17, 2.46, 10.26
36.90, 2, -5.12, 1.78, 41.18, 1.48, 10.35
37.00, 2, -5.21, 1.80, 41.25, 1.20, 10.34
37.10, 2, -5.20, 1.79, 41.40, 1.90, 10.21
37.20, 2, -5.07, 1.74, 41.59, 2.91, 9.97
37.30, 2, -4.93, 1.70, 41.67, 0.99, 9.83
37.40, 2, -4.91, 1.68, 41.49, 3.17, 9.97
37.50, 2, -4.89, 1.67, 41.21, 2.58, 10.20
37.60, 2, -4.77, 1.63, 41.00, 2.43, 10.32
37.70, 2, -4.56, 1.56, 40.86, 2.85, 10.33
37.80, 2, -4.26, 1.46, 40.81, 3.66, 10.24
37.90, 2, -3.88, 1.34, 40.83, 4.44, 10.05
38.00, 2, -3.49, 1.23, 40.75, 4.33, 9.96
38.10, 2, -3.13, 1.15, 40.48, 4.76, 10.08
38.20, 2, -2.75, 1.06, 40.22, 4.87, 10.21
38.30, 2, -2.29, 0.94, 40.04, 5.14, 10.27
38.40, 2, -1.79, 0.80, 39.95, 5.51, 10.24
38.50, 2, -1.25, 0.65, 39.96, 5.87, 10.14
38.60, 2, -0.67, 0.49, 40.06, 6.30, 9.97
38.70, 2, -0.09, 0.34, 40.07, 6.03, 9.94
38.80, 2, 0.46, 0.18, 39.97, 5.60, 10.04
38.90, 2, 0.99, 0.02, 39.97, 5.53, 10.08
39.00, 2, 1.50, -0.15, 40.07, 5.48, 10.04
39.10, 2, 1.98, -0.32, 40.27, 5.53, 9.94
39.20, 2, 2.44, -0.50, 40.39, 4.83, 9.93
39.30, 2, 2.85, -0.68, 40.43, 4.26, 10.01
39.40, 2, 3.20, -0.85, 40.56, 3.97, 10.01
39.50, 2, 3.50, -1.00, 40.78, 4.24, 9.91
39.60, 2, 3.79, -1.15, 40.96, 3.32, 9.87
39.70, 2, 4.08, -1.28, 40.98, 3.21, 9.98
39.80, 2, 4.35, -1.36, 40.98, 2.41, 10.11
39.90, 2, 4.53, -1.41, 41.06, 1.95, 10.12
40.00, 2, 4.63, -1.44, 41.22, 2.06, 10.03
40.10, 2, 4.67, -1.42, 41.38, 1.31, 9.91
40.20, 2, 4.72, -1.37, 41.35, 1.91, 9.94
40.30, 2, 4.74, -1.31, 41.22, 1.32, 10.06
40.40, 2, 4.68, -1.21, 41.16, 1.56, 10.07
40.50, 2, 4.51, -1.11, 41.17, 2.50, 9.97
40.60, 2, 4.32, -1.02, 41.13, 2.10, 9.91
40.70, 2, 4.15, -0.94, 41.00, 2.55, 9.96
40.80, 2, 3.93, -0.85, 40.88, 2.95, 9.97
40.90, 2, 3.61, -0.75, 40.84, 3.70, 9.88
41.00, 2, 3.30, -0.67, 40.72, 3.73, 9.88
41.10, 2, 3.01, -0.59, 40.50, 3.82, 9.98
41.20, 2, 2.66, -0.49, 40.36, 4.06, 10.01
41.30, 2, 2.26, -0.36, 40.31, 4.43, 9.96
41.40, 2, 1.82, -0.24, 40.32, 4.57, 9.85
41.50, 2, 1.42, -0.15, 40.21, 4.49, 9.89
41.60, 2, 1.05, -0.07, 40.01, 4.23, 10.04
41.70, 2, 0.65, -0.00, 39.91, 4.18, 10.11
41.80, 2, 0.23, 0.07, 39.90, 4.32, 10.10
41.90, 2, -0.19, 0.14, 40.00, 4.42, 10.01
42.00, 2, -0.58, 0.23, 40.08, 3.94, 9.94
42.10, 2, -0.97, 0.31, 40.07, 4.06, 9.98
42.20, 2, -1.37, 0.36, 40.08, 3.94, 10.02
42.30, 2, -1.75, 0.40, 40.18, 4.04, 9.98
42.40, 2, -2.09, 0.43, 40.38, 4.06, 9.86
42.50, 2, -2.43, 0.46, 40.48, 3.67, 9.84
42.60, 2, -2.80, 0.47, 40.39, 3.92, 10.02
42.70, 2, -3.15, 0.45, 40.33, 3.28, 10.18
42.80, 2, -3.45, 0.42, 40.35, 2.80, 10.25
42.90, 2, -3.68, 0.38, 40.47, 2.57, 10.23
43.00, 2, -3.84, 0.34, 40.67, 2.71, 10.10
43.10, 2, -3.95, 0.29, 40.85, 1.67, 9.97
43.20, 2, -4.08, 0.26, 40.85, 2.34, 10.03
43.30, 2, -4.24, 0.26, 40.75, 1.28, 10.18
43.40, 2, -4.31, 0.24, 40.74, 0.39, 10.22
43.50, 2, -4.29, 0.23, 40.80, 1.22, 10.15
43.60, 2, -4.17, 0.23, 40.94, 2.40, 9.98
43.70, 2, -4.04, 0.24, 40.97, 1.55, 9.90
43.80, 2, -3.97, 0.29, 40.76, 3.14, 10.06
43.90, 2, -3.90, 0.36, 40.50, 2.56, 10.28
44.00, 2, -3.76, 0.43, 40.32, 2.35, 10.39
44.10, 2, -3.54, 0.49, 40.23, 2.62, 10.40
44.20, 2, -3.26, 0.54, 40.23, 3.21, 10.31
44.30, 2, -2.91, 0.60, 40.32, 4.09, 10.13
44.40, 2, -2.52, 0.67, 40.34, 4.20, 10.01
44.50, 2, -2.14, 0.77, 40.16, 4.51, 10.10
44.60, 2, -1.76, 0.86, 39.95, 4.42, 10.24
44.70, 2, -1.34, 0.92, 39.83, 4.50, 10.30
44.80, 2, -0.88, 0.97, 39.81, 4.72, 10.27
44.90, 2, -0.40, 1.00, 39.89, 5.08, 10.17
45.00, 2, 0.09, 1.03, 40.06, 5.52, 9.99
45.10, 2, 0.60, 1.07, 40.14, 5.23, 9.93
45.20, 2, 1.10, 1.14, 40.08, 4.91, 10.05
45.30, 2, 1.57, 1.21, 40.06, 4.62, 10.13
45.40, 2, 2.01, 1.25, 40.14, 4.42, 10.14
45.50, 2, 2.41, 1.25, 40.32, 4.43, 10.05
45.60, 2, 2.77, 1.22, 40.57, 4.44, 9.90
45.70, 2, 3.14, 1.17, 40.71, 3.97, 9.87
45.80, 2, 3.53, 1.11, 40.74, 4.03, 9.97
45.90, 2, 3.88, 1.01, 40.84, 3.60, 10.00
46.00, 2, 4.16, 0.88, 41.03, 3.67, 9.92
46.10, 2, 4.41, 0.76, 41.24, 3.30, 9.84
46.20, 2, 4.69, 0.64, 41.28, 3.34, 9.92
46.30, 2, 4.93, 0.49, 41.24, 2.48, 10.07
46.40, 2, 5.06, 0.32, 41.26, 2.00, 10.11
46.50, 2, 5.10, 0.15, 41.35, 2.19, 10.04
46.60, 2, 5.03, -0.03, 41.52, 3.03, 9.86
46.70, 2, 4.95, -0.23, 41.57, 2.18, 9.78
46.80, 2, 4.95, -0.44, 41.35, 4.22, 9.98
46.90, 2, 4.94, -0.65, 41.02, 3.60, 10.26
47.00, 2, 4.83, -0.85, 40.77, 3.30, 10.45
47.10, 2, 4.63, -1.04, 40.60, 3.40, 10.53
47.20, 2, 4.33, -1.22, 40.50, 3.83, 10.51
47.30, 2, 3.95, -1.38, 40.48, 4.46, 10.40
47.40, 2, 3.49, -1.51, 40.55, 5.29, 10.19
47.50, 2, 2.98, -1.62, 40.59, 5.27, 10.00
47.60, 2, 2.48, -1.71, 40.43, 5.79, 10.03
47.70, 2, 1.97, -1.79, 40.17, 5.87, 10.19
47.80, 2, 1.41, -1.84, 39.99, 5.94, 10.27
47.90, 2, 0.82, -1.84, 39.91, 6.01, 10.29
48.00, 2, 0.21, -1.81, 39.93, 6.19, 10.23
48.10, 2, -0.41, -1.75, 40.04, 6.45, 10.12
48.20, 2, -1.03, -1.66, 40.25, 6.96, 9.94
48.30, 2, -1.68, -1.59, 40.36, 6.48, 9.91
48.40, 2, -2.31, -1.52, 40.37, 6.20, 10.02
48.50, 2, -2.89, -1.42, 40.47, 5.93, 10.06
48.60, 2, -3.43, -1.28, 40.67, 5.88, 10.03
48.70, 2, -3.92, -1.11, 40.95, 6.06, 9.93
48.80, 2, -4.42, -0.95, 41.25, 5.96, 9.85
48.90, 2, -4.95, -0.83, 41.47, 5.82, 9.90
49.00, 2, -5.44, -0.72, 41.68, 5.15, 9.96
49.10, 2, -5.82, -0.59, 41.97, 4.74, 9.94
49.20, 2, -6.09, -0.44, 42.31, 4.78, 9.82
49.30, 2, -6.38, -0.27, 42.57, 3.96, 9.80
49.40, 2, -6.67, -0.10, 42.66, 3.25, 9.92
49.50, 2, -6.86, 0.09, 42.76, 2.47, 9.97
49.60, 2, -6.90, 0.27, 42.90, 2.36, 9.90
49.70, 2, -6.84, 0.42, 43.04, 2.01, 9.76
49.80, 2, -6.82, 0.56, 43.05, 1.92, 9.75
49.90, 2, -6.88, 0.73, 42.93, 2.43, 9.89
50.00, 2, -6.87, 0.92, 42.82, 2.25, 9.98
50.10, 2, -6.71, 1.08, 42.74, 2.72, 9.95
50.20, 2, -6.43, 1.21, 42.70, 3.71, 9.80
50.30, 2, -6.14, 1.34, 42.56, 3.73, 9.73
50.40, 2, -5.98, 1.48, 42.19, 5.18, 9.95
50.50, 2, -5.82, 1.61, 41.73, 4.92, 10.24
50.60, 2, -5.55, 1.71, 41.33, 5.00, 10.43
50.70, 2, -5.17, 1.77, 41.00, 5.34, 10.53
50.80, 2, -4.69, 1.81, 40.73, 5.84, 10.54
50.90, 2, -4.11, 1.81, 40.53, 6.41, 10.48
51.00, 2, -3.45, 1.78, 40.42, 7.07, 10.34
51.10, 2, -2.71, 1.72, 40.39, 7.78, 10.14
51.20, 2, -1.94, 1.66, 40.31, 7.85, 10.02
51.30, 2, -1.18, 1.57, 40.13, 7.79, 10.07
51.40, 2, -0.43, 1.44, 39.97, 7.96, 10.15
51.50, 2, 0.35, 1.28, 39.90, 7.97, 10.19
51.60, 2, 1.13, 1.09, 39.94, 8.09, 10.19
51.70, 2, 1.89, 0.88, 40.07, 8.04, 10.15
51.80, 2, 2.62, 0.65, 40.29, 7.87, 10.08
51.90, 2, 3.28, 0.39, 40.61, 7.75, 9.96
52.00, 2, 3.91, 0.10, 40.94, 7.64, 9.87
52.10, 2, 4.53, -0.19, 41.20, 6.97, 9.90
52.20, 2, 5.09, -0.49, 41.43, 6.68, 9.98
52.30, 2, 5.57, -0.77, 41.75, 6.20, 9.99
52.40, 2, 5.94, -1.03, 42.13, 5.70, 9.91
52.50, 2, 6.23, -1.26, 42.54, 5.30, 9.80
52.60, 2, 6.55, -1.47, 42.82, 4.53, 9.83
52.70, 2, 6.86, -1.65, 42.99, 3.67, 9.95
52.80, 2, 7.06, -1.79, 43.22, 3.00, 9.95
52.90, 2, 7.10, -1.90, 43.47, 2.86, 9.83
53.00, 2, 7.14, -2.02, 43.65, 2.03, 9.77
53.10, 2, 7.26, -2.19, 43.67, 2.27, 9.88
53.20, 2, 7.32, -2.35, 43.64, 1.49, 9.98
53.30, 2, 7.23, -2.48, 43.65, 1.93, 9.94
53.40, 2, 6.99, -2.56, 43.68, 3.22, 9.77
53.50, 2, 6.74, -2.64, 43.60, 3.00, 9.66
53.60, 2, 6.62, -2.79, 43.29, 4.65, 9.83
53.70, 2, 6.51, -2.94, 42.88, 4.51, 10.09
53.80, 2, 6.26, -3.04, 42.51, 4.74, 10.23
53.90, 2, 5.89, -3.08, 42.18, 5.34, 10.26
54.00, 2, 5.39, -3.06, 41.90, 6.09, 10.20
54.10, 2, 4.79, -2.97, 41.68, 6.89, 10.05
54.20, 2, 4.12, -2.87, 41.45, 7.45, 9.91
54.30, 2, 3.48, -2.78, 41.08, 7.66, 9.97
54.40, 2, 2.85, -2.68, 40.64, 7.86, 10.14
54.50, 2, 2.15, -2.53, 40.28, 8.06, 10.27
54.60, 2, 1.41, -2.33, 40.01, 8.26, 10.35
54.70, 2, 0.63, -2.08, 39.83, 8.53, 10.40
54.80, 2, -0.17, -1.79, 39.75, 8.69, 10.41
54.90, 2, -0.98, -1.45, 39.75, 8.83, 10.39
55.00, 2, -1.77, -1.08, 39.86, 8.90, 10.35
55.10, 2, -2.54, -0.68, 40.06, 8.89, 10.28
55.20, 2, -3.26, -0.26, 40.35, 8.77, 10.19
55.30, 2, -3.93, 0.16, 40.74, 8.86, 10.06
55.40, 2, -4.57, 0.60, 41.20, 9.21, 9.94
55.50, 2, -5.22, 1.05, 41.62, 8.88, 9.93
55.60, 2, -5.84, 1.50, 42.01, 8.29, 10.01
55.70, 2, -6.33, 1.94, 42.46, 7.75, 10.04
55.80, 2, -6.70, 2.34, 42.96, 7.16, 10.00
55.90, 2, -6.94, 2.70, 43.50, 6.69, 9.88
56.00, 2, -7.15, 3.06, 44.01, 6.46, 9.82
56.10, 2, -7.40, 3.46, 44.42, 6.13, 9.89
56.20, 2, -7.59, 3.83, 44.81, 5.27, 9.96
56.30, 2, -7.62, 4.12, 45.19, 4.62, 9.91
56.40, 2, -7.51, 4.32, 45.59, 4.64, 9.72
56.50, 2, -7.40, 4.52, 45.88, 3.12, 9.60
56.60, 2, -7.44, 4.81, 45.97, 3.44, 9.73
56.70, 2, -7.48, 5.08, 45.95, 2.31, 9.91
56.80, 2, -7.37, 5.26, 45.92, 2.23, 9.93
56.90, 2, -7.11, 5.33, 45.86, 3.52, 9.80
57.00, 2, -6.84, 5.40, 45.71, 3.21, 9.72
57.10, 2, -6.71, 5.60, 45.38, 5.10, 9.89
57.20, 2, -6.56, 5.82, 44.96, 5.04, 10.12
57.30, 2, -6.28, 5.93, 44.54, 5.49, 10.22
57.40, 2, -5.86, 5.93, 44.12, 6.37, 10.21
57.50, 2, -5.33, 5.82, 43.71, 7.37, 10.09
57.60, 2, -4.69, 5.57, 43.31, 8.49, 9.89
57.70, 2, -4.06, 5.31, 42.80, 8.79, 9.82
57.80, 2, -3.45, 5.13, 42.13, 9.68, 10.01
57.90, 2, -2.79, 4.91, 41.44, 9.98, 10.26
58.00, 2, -2.07, 4.59, 40.81, 10.24, 10.48
58.10, 2, -1.30, 4.19, 40.25, 10.44, 10.69
58.20, 2, -0.50, 3.70, 39.78, 10.63, 10.88
58.30, 2, 0.32, 3.14, 39.39, 10.71, 11.07
58.40, 2, 1.14, 2.51, 39.08, 10.77, 11.26
58.50, 2, 1.95, 1.84, 38.87, 10.74, 11.44
58.60, 2, 2.73, 1.12, 38.76, 10.57, 11.62
58.70, 2, 3.46, 0.38, 38.74, 10.36, 11.79
58.80, 2, 4.15, -0.37, 38.81, 10.08, 11.94
58.90, 2, 4.77, -1.12, 38.97, 9.76, 12.07
59.00, 2, 5.32, -1.87, 39.22, 9.37, 12.17
59.10, 2, 5.78, -2.58, 39.54, 8.97, 12.23
59.20, 2, 6.16, -3.27, 39.94, 8.53, 12.24
59.30, 2, 6.43, -3.90, 40.41, 8.14, 12.19
59.40, 2, 6.60, -4.47, 40.93, 7.83, 12.07
59.50, 2, 6.67, -4.97, 41.51, 7.63, 11.88
59.60, 2, 6.63, -5.39, 42.14, 7.58, 11.61
59.70, 2, 6.47, -5.72, 42.81, 7.69, 11.24
59.80, 2, 6.20, -5.95, 43.51, 8.04, 10.77
59.90, 2, 5.83, -6.07, 44.23, 8.55, 10.20
60.00, 2, 5.47, -6.19, 44.87, 6.39, 9.73
60.10, 2, 5.23, -6.44, 45.31, 4.88, 9.53
60.20, 2, 5.10, -6.81, 45.53, 4.56, 9.61
60.30, 2, 4.98, -7.16, 45.65, 3.43, 9.75
60.40, 2, 4.77, -7.37, 45.75, 3.10, 9.75
60.50, 2, 4.46, -7.42, 45.84, 3.61, 9.60
60.60, 2, 4.15, -7.47, 45.83, 3.20, 9.51
60.70, 2, 3.91, -7.69, 45.64, 4.63, 9.66
60.80, 2, 3.66, -7.91, 45.35, 4.43, 9.88
60.90, 2, 3.33, -7.98, 45.05, 4.73, 9.96
61.00, 2, 2.94, -7.88, 44.75, 5.48, 9.91
61.10, 2, 2.49, -7.62, 44.45, 6.48, 9.75
61.20, 2, 2.04, -7.36, 44.04, 6.98, 9.68
61.30, 2, 1.59, -7.13, 43.48, 8.19, 9.80
61.40, 2, 1.12, -6.79, 42.86, 8.78, 9.92
61.50, 2, 0.63, -6.31, 42.28, 9.30, 9.99
61.60, 2, 0.12, -5.70, 41.76, 9.81, 10.02
61.70, 2, -0.38, -4.97, 41.29, 10.24, 10.03
61.80, 2, -0.89, -4.14, 40.90, 10.69, 10.03
61.90, 2, -1.38, -3.22, 40.59, 11.18, 10.04
62.00, 2, -1.85, -2.22, 40.36, 11.44, 10.07
62.10, 2, -2.28, -1.16, 40.21, 11.54, 10.12
62.20, 2, -2.67, -0.07, 40.16, 11.58, 10.19
62.30, 2, -3.01, 1.03, 40.20, 11.51, 10.30
62.40, 2, -3.29, 2.12, 40.34, 11.28, 10.43
62.50, 2, -3.52, 3.18, 40.56, 10.96, 10.57
62.60, 2, -3.68, 4.20, 40.86, 10.54, 10.71
62.70, 2, -3.78, 5.15, 41.25, 10.01, 10.84
62.80, 2, -3.81, 6.01, 41.69, 9.46, 10.94
62.90, 2, -3.77, 6.77, 42.20, 8.90, 11.00
63.00, 2, -3.67, 7.42, 42.76, 8.33, 11.00
63.10, 2, -3.50, 7.93, 43.35, 7.83, 10.93
63.20, 2, -3.27, 8.31, 43.97, 7.51, 10.77
63.30, 2, -2.97, 8.54, 44.61, 7.41, 10.52
63.40, 2, -2.62, 8.61, 45.27, 7.58, 10.17
63.50, 2, -2.24, 8.69, 45.83, 6.19, 9.89
63.60, 2, -1.90, 8.92, 46.20, 5.22, 9.88
63.70, 2, -1.57, 9.15, 46.46, 4.56, 9.94
63.80, 2, -1.20, 9.20, 46.69, 4.43, 9.85
63.90, 2, -0.79, 9.07, 46.90, 5.27, 9.61
64.00, 2, -0.36, 8.94, 47.02, 4.31, 9.43
64.10, 2, 0.07, 9.00, 46.98, 4.73, 9.50
64.20, 2, 0.49, 9.07, 46.85, 4.36, 9.62
64.30, 2, 0.90, 8.96, 46.69, 4.92, 9.59
64.40, 2, 1.28, 8.68, 46.51, 5.33, 9.44
64.50, 2, 1.67, 8.42, 46.24, 5.66, 9.37
64.60, 2, 2.09, 8.34, 45.79, 6.95, 9.58
64.70, 2, 2.51, 8.27, 45.24, 7.07, 9.86
64.80, 2, 2.88, 8.02, 44.68, 7.41, 10.04
64.90, 2, 3.20, 7.60, 44.12, 8.01, 10.13
65.00, 2, 3.45, 7.04, 43.57, 8.66, 10.14
65.10, 2, 3.64, 6.33, 43.04, 9.39, 10.09
65.20, 2, 3.76, 5.50, 42.56, 10.07, 9.99
65.30, 2, 3.80, 4.54, 42.11, 11.00, 9.87
65.40, 2, 3.78, 3.49, 41.72, 11.42, 9.75
65.50, 2, 3.74, 2.40, 41.33, 11.81, 9.75
65.60, 2, 3.68, 1.28, 40.92, 12.18, 9.88
65.70, 2, 3.54, 0.11, 40.59, 12.29, 10.06
65.80, 2, 3.33, -1.07, 40.34, 12.21, 10.27
65.90, 2, 3.05, -2.23, 40.18, 12.01, 10.52
66.00, 2, 2.71, -3.37, 40.11, 11.72, 10.79
66.10, 2, 2.32, -4.45, 40.13, 11.30, 11.07
66.20, 2, 1.88, -5.46, 40.22, 10.78, 11.35
66.30, 2, 1.40, -6.37, 40.39, 10.20, 11.61
66.40, 2, 0.90, -7.19, 40.63, 9.58, 11.84
66.50, 2, 0.38, -7.89, 40.93, 8.96, 12.02
66.60, 2, -0.16, -8.46, 41.29, 8.33, 12.15
66.70, 2, -0.70, -8.90, 41.69, 7.78, 12.20
66.80, 2, -1.23, -9.20, 42.13, 7.34, 12.17
66.90, 2, -1.75, -9.35, 42.61, 7.09, 12.04
67.00, 2, -2.24, -9.34, 43.11, 7.04, 11.82
67.10, 2, -2.70, -9.18, 43.63, 7.28, 11.49
67.20, 2, -3.11, -8.86, 44.17, 7.79, 11.05
67.30, 2, -3.48, -8.37, 44.71, 8.57, 10.50
67.40, 2, -3.87, -7.88, 45.15, 6.88, 10.03
67.50, 2, -4.33, -7.54, 45.39, 5.87, 9.84
67.60, 2, -4.85, -7.28, 45.50, 6.01, 9.83
67.70, 2, -5.33, -6.94, 45.58, 5.98, 9.80
67.80, 2, -5.71, -6.46, 45.66, 6.48, 9.65
67.90, 2, -6.06, -5.93, 45.64, 6.29, 9.54
68.00, 2, -6.47, -5.49, 45.45, 6.48, 9.63
68.10, 2, -6.85, -5.04, 45.19, 6.49, 9.77
68.20, 2, -7.09, -4.49, 44.92, 6.81, 9.81
68.30, 2, -7.19, -3.84, 44.66, 7.42, 9.74
